target,candidate,horizon,window,evaluation_period,model,benchmark,n_forecasts,mae,rmse,bias,benchmark_mae,benchmark_rmse,mae_ratio,rmse_ratio,direction_accuracy,dm_loss_gain_z,dm_two_sided_p,clark_west_z,clark_west_one_sided_p,clark_west_fdr_q
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,post_2022,m2_tech,m1_controls,42,3.950262904421023,5.222237327552839,0.3208076343713335,3.9891681655620683,5.197262371897728,0.9902472747384006,1.0048054059749136,0.6428571428571429,-0.3607511287098903,0.7182854995736933,0.21369132979564467,0.41539388649991393,0.8169666580490761
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,post_2022,m2_tech,m0_ar,42,3.950262904421023,5.222237327552839,0.3208076343713335,3.579175172682556,4.635548704979103,1.103679678650749,1.1265629292048138,0.6428571428571429,-1.1448227888289466,0.2522825732127828,-0.5255629460099789,0.7004040462206912,0.9228839076065771
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,ex_pandemic,m1_controls,m0_ar,42,3.9891681655620683,5.197262371897728,0.4708822424726844,3.579175172682556,4.635548704979103,1.114549574440702,1.1211752270697277,0.6190476190476191,-1.186370931731616,0.2354758459167826,-0.5084500745782156,0.6944311283944736,0.9259081711926315
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,ex_pandemic,m2_tech,m1_controls,42,3.950262904421023,5.222237327552839,0.3208076343713335,3.9891681655620683,5.197262371897728,0.9902472747384006,1.0048054059749136,0.6428571428571429,-0.3607511287098903,0.7182854995736933,0.21369132979564467,0.41539388649991393,0.8169666580490761
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,ex_pandemic,m2_tech,m0_ar,42,3.950262904421023,5.222237327552839,0.3208076343713335,3.579175172682556,4.635548704979103,1.103679678650749,1.1265629292048138,0.6428571428571429,-1.1448227888289466,0.2522825732127828,-0.5255629460099789,0.7004040462206912,0.9228839076065771
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,full,m1_controls,m0_ar,57,7.314344907871038,9.430298026627124,-3.772447411433758,3.896046086644508,4.929449888217543,1.8773763824160918,1.9130528234332165,0.6666666666666666,-2.2369279377611324,0.025291050260860093,-1.7173969143214738,0.9570466624565338,0.957938796836101
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,full,m2_tech,m1_controls,57,7.747754886736282,10.265658662988812,-4.32591046398688,7.314344907871038,9.430298026627124,1.0592547910064847,1.0885826337622615,0.6666666666666666,-1.4727096998114473,0.14082932997430533,-1.1975476645339238,0.8844534195241216,0.8851987045993224
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,full,m2_tech,m0_ar,57,7.747754886736282,10.265658662988812,-4.32591046398688,3.896046086644508,4.929449888217543,1.9886199275966676,2.0825160810592616,0.6666666666666666,-2.155327869561176,0.03113618639496362,-1.647407312783235,0.9502628233643787,0.9502628233643787
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,pandemic_2020_2022,m1_controls,m0_ar,15,15.049138792636079,15.491447843816255,-15.049138792636079,3.851393543547997,4.615889243415819,3.9074528797107675,3.3561134218966613,0.5333333333333333,-8.246950880691982,1.6248716639488342e-16,-2.834537997571478,0.997705399998791,0.997705399998791
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,pandemic_2020_2022,m2_tech,m1_controls,15,17.051843706466535,17.482955298422976,-17.051843706466535,15.049138792636079,15.491447843816255,1.1330777090587023,1.1285552825458902,0.5333333333333333,-2.5837835099026023,0.00977231133830653,-2.5784101080262722,0.9950371939638389,0.9950371939638389
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,pandemic_2020_2022,m2_tech,m0_ar,15,17.051843706466535,17.482955298422976,-17.051843706466535,3.851393543547997,4.615889243415819,4.427447757197506,3.787559531104641,0.5333333333333333,-7.347665588027189,2.0169835033286037e-13,-2.7594149261489624,0.9971047519137021,0.9989115518435919
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,post_2022,m1_controls,m0_ar,42,4.551918520454951,5.914601273004344,0.25494236756707106,3.911993423464691,5.036707259645373,1.1635803100158344,1.1742991935212812,0.7142857142857143,-1.2350619159799072,0.21680746173453935,-0.351075413100211,0.6372341135473564,0.8496454847298085
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,post_2022,m2_tech,m1_controls,42,4.424866022546906,5.818827680664033,0.21906569404156823,4.551918520454951,5.914601273004344,0.9720881432000356,0.983807261399438,0.7142857142857143,0.494180702434683,0.6211785670680618,1.578285730667762,0.05724999128206806,0.11449998256413613
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,post_2022,m2_tech,m0_ar,42,4.424866022546906,5.818827680664033,0.21906569404156823,3.911993423464691,5.036707259645373,1.1311026230274142,1.1552840736417405,0.7142857142857143,-1.1747422440756126,0.24009785305358167,-0.11739976103499088,0.5467283632850709,0.7424394144444753
