date,year,component_id,component_label,country,value,net_mass
2023-08-01,2023,L7GY,Other recording media,Taiwan,3388096.0,7298.0
2023-09-01,2023,L7GY,Other recording media,China,6102917.0,105804.0
2023-09-01,2023,L7GY,Other recording media,Hong Kong,2280585.0,9389.0
2023-09-01,2023,L7GY,Other recording media,Japan,290070.0,1653.0
2023-09-01,2023,L7GY,Other recording media,South Korea,1400343.0,16422.0
2023-09-01,2023,L7GY,Other recording media,Taiwan,4374586.0,8106.0
2023-10-01,2023,L7GY,Other recording media,China,7933635.0,139740.0
2023-10-01,2023,L7GY,Other recording media,Hong Kong,2216512.0,8180.0
2023-10-01,2023,L7GY,Other recording media,Japan,397457.0,2129.0
2023-10-01,2023,L7GY,Other recording media,South Korea,825332.0,13038.0
2023-10-01,2023,L7GY,Other recording media,Taiwan,6090483.0,9762.0
2023-11-01,2023,L7GY,Other recording media,China,10410994.0,102150.0
2023-11-01,2023,L7GY,Other recording media,Hong Kong,1436705.0,8900.0
2023-11-01,2023,L7GY,Other recording media,Japan,447296.0,1606.0
2023-11-01,2023,L7GY,Other recording media,South Korea,1398445.0,26913.0
2023-11-01,2023,L7GY,Other recording media,Taiwan,7177519.0,6770.0
2023-12-01,2023,L7GY,Other recording media,China,7673212.0,107561.0
2023-12-01,2023,L7GY,Other recording media,Hong Kong,1773514.0,5968.0
2023-12-01,2023,L7GY,Other recording media,Japan,434891.0,4482.0
2023-12-01,2023,L7GY,Other recording media,South Korea,1414948.0,5389.0
2023-12-01,2023,L7GY,Other recording media,Taiwan,7134345.0,7964.0
2024-01-01,2024,L7GY,Other recording media,China,6540288.0,129764.0
2024-01-01,2024,L7GY,Other recording media,Hong Kong,2269288.0,10326.0
2024-01-01,2024,L7GY,Other recording media,Japan,315422.0,6445.0
2024-01-01,2024,L7GY,Other recording media,South Korea,1390148.0,22602.0
2024-01-01,2024,L7GY,Other recording media,Taiwan,7727747.0,8131.0
2024-02-01,2024,L7GY,Other recording media,China,7605773.0,144651.0
2024-02-01,2024,L7GY,Other recording media,Hong Kong,1218407.0,5894.0
2024-02-01,2024,L7GY,Other recording media,Japan,587857.0,3581.0
2024-02-01,2024,L7GY,Other recording media,South Korea,1222124.0,11707.0
2024-02-01,2024,L7GY,Other recording media,Taiwan,4999949.0,9076.0
2024-03-01,2024,L7GY,Other recording media,China,7372574.0,211294.0
2024-03-01,2024,L7GY,Other recording media,Hong Kong,1021295.0,6938.0
2024-03-01,2024,L7GY,Other recording media,Japan,298207.0,2084.0
2024-03-01,2024,L7GY,Other recording media,South Korea,905221.0,7922.0
2024-03-01,2024,L7GY,Other recording media,Taiwan,3444682.0,6828.0
2024-04-01,2024,L7GY,Other recording media,China,11050216.0,139836.0
2024-04-01,2024,L7GY,Other recording media,Hong Kong,2721570.0,13175.0
2024-04-01,2024,L7GY,Other recording media,Japan,420476.0,4617.0
2024-04-01,2024,L7GY,Other recording media,South Korea,952917.0,15173.0
2024-04-01,2024,L7GY,Other recording media,Taiwan,4325343.0,7201.0
2024-05-01,2024,L7GY,Other recording media,China,7688390.0,176389.0
2024-05-01,2024,L7GY,Other recording media,Hong Kong,2600883.0,8853.0
2024-05-01,2024,L7GY,Other recording media,Japan,362440.0,5402.0
2024-05-01,2024,L7GY,Other recording media,South Korea,1160599.0,15174.0
2024-05-01,2024,L7GY,Other recording media,Taiwan,3608618.0,8091.0
2024-06-01,2024,L7GY,Other recording media,China,8513738.0,111708.0
2024-06-01,2024,L7GY,Other recording media,Hong Kong,2403009.0,10003.0
2024-06-01,2024,L7GY,Other recording media,Japan,382413.0,4443.0
2024-06-01,2024,L7GY,Other recording media,South Korea,1540794.0,15949.0
2024-06-01,2024,L7GY,Other recording media,Taiwan,4800484.0,6116.0
2024-07-01,2024,L7GY,Other recording media,China,8753743.0,122807.0
2024-07-01,2024,L7GY,Other recording media,Hong Kong,3528442.0,12864.0
2024-07-01,2024,L7GY,Other recording media,Japan,467122.0,2477.0
2024-07-01,2024,L7GY,Other recording media,South Korea,2070545.0,9539.0
2024-07-01,2024,L7GY,Other recording media,Taiwan,4481987.0,5909.0
2024-08-01,2024,L7GY,Other recording media,China,7750155.0,93017.0
2024-08-01,2024,L7GY,Other recording media,Hong Kong,3430520.0,11175.0
2024-08-01,2024,L7GY,Other recording media,Japan,352306.0,3724.0
2024-08-01,2024,L7GY,Other recording media,South Korea,1556180.0,6745.0
2024-08-01,2024,L7GY,Other recording media,Taiwan,4398007.0,5387.0
2024-09-01,2024,L7GY,Other recording media,China,8686362.0,86022.0
2024-09-01,2024,L7GY,Other recording media,Hong Kong,3360046.0,11560.0
2024-09-01,2024,L7GY,Other recording media,Japan,435267.0,3512.0
2024-09-01,2024,L7GY,Other recording media,South Korea,1213686.0,3973.0
2024-09-01,2024,L7GY,Other recording media,Taiwan,5000972.0,7227.0
2024-10-01,2024,L7GY,Other recording media,China,7366141.0,122744.0
2024-10-01,2024,L7GY,Other recording media,Hong Kong,2876610.0,10506.0
2024-10-01,2024,L7GY,Other recording media,Japan,469195.0,3324.0
2024-10-01,2024,L7GY,Other recording media,South Korea,1491175.0,11437.0
2024-10-01,2024,L7GY,Other recording media,Taiwan,3447647.0,5959.0
2024-11-01,2024,L7GY,Other recording media,China,11082256.0,121610.0
2024-11-01,2024,L7GY,Other recording media,Hong Kong,3463408.0,21645.0
2024-11-01,2024,L7GY,Other recording media,Japan,473983.0,3933.0
2024-11-01,2024,L7GY,Other recording media,South Korea,1329426.0,10731.0
2024-11-01,2024,L7GY,Other recording media,Taiwan,3837898.0,4980.0
2024-12-01,2024,L7GY,Other recording media,China,9692555.0,109983.0
2024-12-01,2024,L7GY,Other recording media,Hong Kong,2244052.0,6511.0
2024-12-01,2024,L7GY,Other recording media,Japan,226487.0,1637.0
2024-12-01,2024,L7GY,Other recording media,South Korea,650548.0,5516.0
2024-12-01,2024,L7GY,Other recording media,Taiwan,3013045.0,4296.0
2025-01-01,2025,L7GY,Other recording media,China,7384154.0,94696.0
2025-01-01,2025,L7GY,Other recording media,Hong Kong,3819590.0,20300.0
2025-01-01,2025,L7GY,Other recording media,Japan,242787.0,1494.0
2025-01-01,2025,L7GY,Other recording media,South Korea,255213.0,6572.0
2025-01-01,2025,L7GY,Other recording media,Taiwan,3514560.0,5333.0
2025-02-01,2025,L7GY,Other recording media,China,7757375.0,85550.0
2025-02-01,2025,L7GY,Other recording media,Hong Kong,1880312.0,6998.0
2025-02-01,2025,L7GY,Other recording media,Japan,342609.0,2705.0
2025-02-01,2025,L7GY,Other recording media,South Korea,128968.0,2347.0
2025-02-01,2025,L7GY,Other recording media,Taiwan,3216484.0,4605.0
2025-03-01,2025,L7GY,Other recording media,China,9489852.0,104693.0
2025-03-01,2025,L7GY,Other recording media,Hong Kong,3300846.0,9502.0
2025-03-01,2025,L7GY,Other recording media,Japan,307435.0,1441.0
2025-03-01,2025,L7GY,Other recording media,South Korea,1095775.0,10653.0
2025-03-01,2025,L7GY,Other recording media,Taiwan,2449733.0,3869.0
2025-04-01,2025,L7GY,Other recording media,China,10613598.0,153698.0
2025-04-01,2025,L7GY,Other recording media,Hong Kong,3609158.0,12613.0
2025-04-01,2025,L7GY,Other recording media,Japan,320629.0,3471.0
2025-04-01,2025,L7GY,Other recording media,South Korea,588656.0,5645.0
2025-04-01,2025,L7GY,Other recording media,Taiwan,3436691.0,6682.0
2025-05-01,2025,L7GY,Other recording media,China,8151244.0,96073.0
2025-05-01,2025,L7GY,Other recording media,Hong Kong,2329602.0,18497.0
2025-05-01,2025,L7GY,Other recording media,Japan,334836.0,2548.0
2025-05-01,2025,L7GY,Other recording media,South Korea,794260.0,6986.0
2025-05-01,2025,L7GY,Other recording media,Taiwan,2450965.0,4618.0
2025-06-01,2025,L7GY,Other recording media,China,14500000.0,152582.0
2025-06-01,2025,L7GY,Other recording media,Hong Kong,1775795.0,12725.0
2025-06-01,2025,L7GY,Other recording media,Japan,283782.0,2023.0
2025-06-01,2025,L7GY,Other recording media,South Korea,923676.0,11125.0
2025-06-01,2025,L7GY,Other recording media,Taiwan,4806078.0,7623.0
2025-07-01,2025,L7GY,Other recording media,China,11520165.0,158471.0
2025-07-01,2025,L7GY,Other recording media,Hong Kong,2900971.0,11613.0
2025-07-01,2025,L7GY,Other recording media,Japan,523923.0,2407.0
2025-07-01,2025,L7GY,Other recording media,South Korea,1480746.0,6995.0
2025-07-01,2025,L7GY,Other recording media,Taiwan,5599017.0,6793.0
2025-08-01,2025,L7GY,Other recording media,China,11461019.0,185587.0
2025-08-01,2025,L7GY,Other recording media,Hong Kong,2722507.0,12487.0
2025-08-01,2025,L7GY,Other recording media,Japan,311385.0,2701.0
2025-08-01,2025,L7GY,Other recording media,South Korea,529146.0,22483.0
2025-08-01,2025,L7GY,Other recording media,Taiwan,3631921.0,3769.0
2025-09-01,2025,L7GY,Other recording media,China,12597606.0,210688.0
2025-09-01,2025,L7GY,Other recording media,Hong Kong,2438572.0,16067.0
2025-09-01,2025,L7GY,Other recording media,Japan,310363.0,2939.0
2025-09-01,2025,L7GY,Other recording media,South Korea,2208695.0,19933.0
2025-09-01,2025,L7GY,Other recording media,Taiwan,4442755.0,8182.0
2025-10-01,2025,L7GY,Other recording media,China,16411686.0,256522.0
2025-10-01,2025,L7GY,Other recording media,Hong Kong,2156139.0,9530.0
2025-10-01,2025,L7GY,Other recording media,Japan,253865.0,6831.0
2025-10-01,2025,L7GY,Other recording media,South Korea,2948194.0,16664.0
2025-10-01,2025,L7GY,Other recording media,Taiwan,7975542.0,8739.0
2025-11-01,2025,L7GY,Other recording media,China,12692648.0,250890.0
2025-11-01,2025,L7GY,Other recording media,Hong Kong,3182344.0,18764.0
2025-11-01,2025,L7GY,Other recording media,Japan,808203.0,6751.0
2025-11-01,2025,L7GY,Other recording media,South Korea,3468512.0,18150.0
2025-11-01,2025,L7GY,Other recording media,Taiwan,4904720.0,3673.0
2025-12-01,2025,L7GY,Other recording media,China,11761191.0,155728.0
2025-12-01,2025,L7GY,Other recording media,Hong Kong,3077288.0,12898.0
2025-12-01,2025,L7GY,Other recording media,Japan,474286.0,3686.0
2025-12-01,2025,L7GY,Other recording media,South Korea,599850.0,20464.0
2025-12-01,2025,L7GY,Other recording media,Taiwan,3868089.0,11164.0
2026-01-01,2026,L7GY,Other recording media,China,16906428.0,227020.0
2026-01-01,2026,L7GY,Other recording media,Hong Kong,2844408.0,11783.0
2026-01-01,2026,L7GY,Other recording media,Japan,186026.0,1229.0
2026-01-01,2026,L7GY,Other recording media,South Korea,969991.0,27788.0
2026-01-01,2026,L7GY,Other recording media,Taiwan,4176945.0,4208.0
2026-02-01,2026,L7GY,Other recording media,China,9211966.0,172559.0
2026-02-01,2026,L7GY,Other recording media,Hong Kong,5776173.0,19285.0
2026-02-01,2026,L7GY,Other recording media,Japan,405584.0,3449.0
2026-02-01,2026,L7GY,Other recording media,South Korea,445323.0,14717.0
2026-02-01,2026,L7GY,Other recording media,Taiwan,4139850.0,5697.0
2026-03-01,2026,L7GY,Other recording media,China,14831514.0,120246.0
2026-03-01,2026,L7GY,Other recording media,Hong Kong,2320410.0,13701.0
2026-03-01,2026,L7GY,Other recording media,Japan,525430.0,5449.0
2026-03-01,2026,L7GY,Other recording media,South Korea,5926280.0,45388.0
2026-03-01,2026,L7GY,Other recording media,Taiwan,3649912.0,22613.0
2026-04-01,2026,L7GY,Other recording media,China,11296577.0,136903.0
2026-04-01,2026,L7GY,Other recording media,Hong Kong,4122830.0,9617.0
2026-04-01,2026,L7GY,Other recording media,Japan,584069.0,4346.0
2026-04-01,2026,L7GY,Other recording media,South Korea,834107.0,22312.0
2026-04-01,2026,L7GY,Other recording media,Taiwan,6400537.0,4869.0
2026-05-01,2026,L7GY,Other recording media,China,10794543.0,105833.0
2026-05-01,2026,L7GY,Other recording media,Hong Kong,3372229.0,21114.0
2026-05-01,2026,L7GY,Other recording media,Japan,385265.0,5449.0
2026-05-01,2026,L7GY,Other recording media,South Korea,1710490.0,26641.0
2026-05-01,2026,L7GY,Other recording media,Taiwan,5012539.0,6031.0
2015-01-01,2015,L7H9,Games and hobbies,China,21433074.0,1172994.0
2015-01-01,2015,L7H9,Games and hobbies,Hong Kong,17673403.0,670360.0
2015-01-01,2015,L7H9,Games and hobbies,Japan,525828.0,9885.0
2015-01-01,2015,L7H9,Games and hobbies,South Korea,115139.0,3829.0
2015-01-01,2015,L7H9,Games and hobbies,Taiwan,392018.0,50619.0
2015-02-01,2015,L7H9,Games and hobbies,China,8456561.0,1082008.0
2015-02-01,2015,L7H9,Games and hobbies,Hong Kong,28581969.0,840019.0
2015-02-01,2015,L7H9,Games and hobbies,Japan,967025.0,20614.0
2015-02-01,2015,L7H9,Games and hobbies,South Korea,151073.0,6270.0
2015-02-01,2015,L7H9,Games and hobbies,Taiwan,618942.0,53887.0
2015-03-01,2015,L7H9,Games and hobbies,China,14785324.0,1154278.0
2015-03-01,2015,L7H9,Games and hobbies,Hong Kong,15522153.0,615631.0
2015-03-01,2015,L7H9,Games and hobbies,Japan,1184973.0,25361.0
2015-03-01,2015,L7H9,Games and hobbies,South Korea,156633.0,7627.0
2015-03-01,2015,L7H9,Games and hobbies,Taiwan,471539.0,39502.0
2015-04-01,2015,L7H9,Games and hobbies,China,17202059.0,1227312.0
2015-04-01,2015,L7H9,Games and hobbies,Hong Kong,12322724.0,403464.0
2015-04-01,2015,L7H9,Games and hobbies,Japan,829014.0,10479.0
2015-04-01,2015,L7H9,Games and hobbies,South Korea,307084.0,13381.0
2015-04-01,2015,L7H9,Games and hobbies,Taiwan,360361.0,54411.0
2015-05-01,2015,L7H9,Games and hobbies,China,20949589.0,2043556.0
2015-05-01,2015,L7H9,Games and hobbies,Hong Kong,3350200.0,213352.0
2015-05-01,2015,L7H9,Games and hobbies,Japan,371410.0,5429.0
2015-05-01,2015,L7H9,Games and hobbies,South Korea,199371.0,11029.0
2015-05-01,2015,L7H9,Games and hobbies,Taiwan,357055.0,68441.0
2015-06-01,2015,L7H9,Games and hobbies,China,19147924.0,1540823.0
2015-06-01,2015,L7H9,Games and hobbies,Hong Kong,9829372.0,407205.0
2015-06-01,2015,L7H9,Games and hobbies,Japan,584729.0,9046.0
2015-06-01,2015,L7H9,Games and hobbies,South Korea,171946.0,3998.0
2015-06-01,2015,L7H9,Games and hobbies,Taiwan,426416.0,43499.0
2015-07-01,2015,L7H9,Games and hobbies,China,31626583.0,2325103.0
2015-07-01,2015,L7H9,Games and hobbies,Hong Kong,16203289.0,796379.0
2015-07-01,2015,L7H9,Games and hobbies,Japan,812912.0,17918.0
2015-07-01,2015,L7H9,Games and hobbies,South Korea,167292.0,11206.0
2015-07-01,2015,L7H9,Games and hobbies,Taiwan,622614.0,72357.0
2015-08-01,2015,L7H9,Games and hobbies,China,61344115.0,4234285.0
2015-08-01,2015,L7H9,Games and hobbies,Hong Kong,15048521.0,719727.0
2015-08-01,2015,L7H9,Games and hobbies,Japan,571497.0,6655.0
2015-08-01,2015,L7H9,Games and hobbies,South Korea,136928.0,4220.0
2015-08-01,2015,L7H9,Games and hobbies,Taiwan,370692.0,27941.0
2015-09-01,2015,L7H9,Games and hobbies,China,62133431.0,4752057.0
2015-09-01,2015,L7H9,Games and hobbies,Hong Kong,19171879.0,1013783.0
2015-09-01,2015,L7H9,Games and hobbies,Japan,676335.0,8781.0
2015-09-01,2015,L7H9,Games and hobbies,South Korea,265688.0,27333.0
2015-09-01,2015,L7H9,Games and hobbies,Taiwan,1328332.0,44561.0
2015-10-01,2015,L7H9,Games and hobbies,China,110438818.0,6076990.0
2015-10-01,2015,L7H9,Games and hobbies,Hong Kong,8533545.0,613357.0
2015-10-01,2015,L7H9,Games and hobbies,Japan,921085.0,16631.0
2015-10-01,2015,L7H9,Games and hobbies,South Korea,170837.0,4331.0
2015-10-01,2015,L7H9,Games and hobbies,Taiwan,666891.0,80181.0
2015-11-01,2015,L7H9,Games and hobbies,China,122692737.0,5022329.0
2015-11-01,2015,L7H9,Games and hobbies,Hong Kong,6662812.0,543551.0
2015-11-01,2015,L7H9,Games and hobbies,Japan,469239.0,11168.0
2015-11-01,2015,L7H9,Games and hobbies,South Korea,279108.0,11211.0
2015-11-01,2015,L7H9,Games and hobbies,Taiwan,1541863.0,59755.0
2015-12-01,2015,L7H9,Games and hobbies,China,43306741.0,2228292.0
2015-12-01,2015,L7H9,Games and hobbies,Hong Kong,8785540.0,507484.0
2015-12-01,2015,L7H9,Games and hobbies,Japan,679702.0,24189.0
2015-12-01,2015,L7H9,Games and hobbies,South Korea,334697.0,15197.0
2015-12-01,2015,L7H9,Games and hobbies,Taiwan,1641875.0,62802.0
2016-01-01,2016,L7H9,Games and hobbies,China,34418328.0,1541636.0
2016-01-01,2016,L7H9,Games and hobbies,Hong Kong,2455117.0,206264.0
2016-01-01,2016,L7H9,Games and hobbies,Japan,615193.0,19551.0
2016-01-01,2016,L7H9,Games and hobbies,South Korea,112003.0,2278.0
2016-01-01,2016,L7H9,Games and hobbies,Taiwan,794585.0,47806.0
2016-02-01,2016,L7H9,Games and hobbies,China,19698872.0,1261310.0
2016-02-01,2016,L7H9,Games and hobbies,Hong Kong,1397491.0,170589.0
2016-02-01,2016,L7H9,Games and hobbies,Japan,830694.0,11120.0
2016-02-01,2016,L7H9,Games and hobbies,South Korea,243891.0,10485.0
2016-02-01,2016,L7H9,Games and hobbies,Taiwan,801886.0,40159.0
2016-03-01,2016,L7H9,Games and hobbies,China,8479694.0,831746.0
2016-03-01,2016,L7H9,Games and hobbies,Hong Kong,1374528.0,126021.0
2016-03-01,2016,L7H9,Games and hobbies,Japan,768561.0,19016.0
2016-03-01,2016,L7H9,Games and hobbies,South Korea,569141.0,29343.0
2016-03-01,2016,L7H9,Games and hobbies,Taiwan,626615.0,52804.0
2016-04-01,2016,L7H9,Games and hobbies,China,14755906.0,1035360.0
2016-04-01,2016,L7H9,Games and hobbies,Hong Kong,2059090.0,137657.0
2016-04-01,2016,L7H9,Games and hobbies,Japan,886109.0,17552.0
2016-04-01,2016,L7H9,Games and hobbies,South Korea,266497.0,10741.0
2016-04-01,2016,L7H9,Games and hobbies,Taiwan,887574.0,27167.0
2016-05-01,2016,L7H9,Games and hobbies,China,20518253.0,1422574.0
2016-05-01,2016,L7H9,Games and hobbies,Hong Kong,2494711.0,183444.0
2016-05-01,2016,L7H9,Games and hobbies,Japan,430593.0,7761.0
2016-05-01,2016,L7H9,Games and hobbies,South Korea,464727.0,29242.0
2016-05-01,2016,L7H9,Games and hobbies,Taiwan,1015694.0,90412.0
2016-06-01,2016,L7H9,Games and hobbies,China,13656568.0,1594099.0
2016-06-01,2016,L7H9,Games and hobbies,Hong Kong,2093080.0,113269.0
2016-06-01,2016,L7H9,Games and hobbies,Japan,508485.0,9305.0
2016-06-01,2016,L7H9,Games and hobbies,South Korea,499227.0,15585.0
2016-06-01,2016,L7H9,Games and hobbies,Taiwan,469790.0,21329.0
2016-07-01,2016,L7H9,Games and hobbies,China,19209713.0,1988563.0
2016-07-01,2016,L7H9,Games and hobbies,Hong Kong,1923188.0,147866.0
2016-07-01,2016,L7H9,Games and hobbies,Japan,1109629.0,11211.0
2016-07-01,2016,L7H9,Games and hobbies,South Korea,268992.0,13353.0
2016-07-01,2016,L7H9,Games and hobbies,Taiwan,300129.0,30370.0
2016-08-01,2016,L7H9,Games and hobbies,China,82208311.0,3329287.0
2016-08-01,2016,L7H9,Games and hobbies,Hong Kong,3224430.0,410440.0
2016-08-01,2016,L7H9,Games and hobbies,Japan,617672.0,9699.0
2016-08-01,2016,L7H9,Games and hobbies,South Korea,1155757.0,32302.0
2016-08-01,2016,L7H9,Games and hobbies,Taiwan,699499.0,62590.0
2016-09-01,2016,L7H9,Games and hobbies,China,69849845.0,3851566.0
2016-09-01,2016,L7H9,Games and hobbies,Hong Kong,12814151.0,684112.0
2016-09-01,2016,L7H9,Games and hobbies,Japan,298833.0,10631.0
2016-09-01,2016,L7H9,Games and hobbies,South Korea,278833.0,8616.0
2016-09-01,2016,L7H9,Games and hobbies,Taiwan,910740.0,69647.0
2016-10-01,2016,L7H9,Games and hobbies,China,104325085.0,4720747.0
2016-10-01,2016,L7H9,Games and hobbies,Hong Kong,12386307.0,620389.0
2016-10-01,2016,L7H9,Games and hobbies,Japan,302918.0,4887.0
2016-10-01,2016,L7H9,Games and hobbies,South Korea,294957.0,8395.0
2016-10-01,2016,L7H9,Games and hobbies,Taiwan,266532.0,32786.0
2016-11-01,2016,L7H9,Games and hobbies,China,81205699.0,4746675.0
2016-11-01,2016,L7H9,Games and hobbies,Hong Kong,4517378.0,361993.0
2016-11-01,2016,L7H9,Games and hobbies,Japan,428042.0,9226.0
2016-11-01,2016,L7H9,Games and hobbies,South Korea,341788.0,11807.0
2016-11-01,2016,L7H9,Games and hobbies,Taiwan,604471.0,108186.0
2016-12-01,2016,L7H9,Games and hobbies,China,101910633.0,3538292.0
2016-12-01,2016,L7H9,Games and hobbies,Hong Kong,9339549.0,444471.0
2016-12-01,2016,L7H9,Games and hobbies,Japan,422309.0,8887.0
2016-12-01,2016,L7H9,Games and hobbies,South Korea,237608.0,9282.0
2016-12-01,2016,L7H9,Games and hobbies,Taiwan,891590.0,90463.0
2017-01-01,2017,L7H9,Games and hobbies,China,16257906.0,1410851.0
2017-01-01,2017,L7H9,Games and hobbies,Hong Kong,5626159.0,293004.0
2017-01-01,2017,L7H9,Games and hobbies,Japan,363134.0,6589.0
2017-01-01,2017,L7H9,Games and hobbies,South Korea,319029.0,10241.0
2017-01-01,2017,L7H9,Games and hobbies,Taiwan,985905.0,57892.0
2017-02-01,2017,L7H9,Games and hobbies,China,21542430.0,1230257.0
2017-02-01,2017,L7H9,Games and hobbies,Hong Kong,3756806.0,237581.0
2017-02-01,2017,L7H9,Games and hobbies,Japan,1478600.0,10638.0
2017-02-01,2017,L7H9,Games and hobbies,South Korea,162847.0,2674.0
2017-02-01,2017,L7H9,Games and hobbies,Taiwan,454596.0,33644.0
2017-03-01,2017,L7H9,Games and hobbies,China,25517094.0,1163347.0
2017-03-01,2017,L7H9,Games and hobbies,Hong Kong,1974162.0,139317.0
2017-03-01,2017,L7H9,Games and hobbies,Japan,1119497.0,11160.0
2017-03-01,2017,L7H9,Games and hobbies,South Korea,348618.0,12025.0
2017-03-01,2017,L7H9,Games and hobbies,Taiwan,1889816.0,70791.0
2017-04-01,2017,L7H9,Games and hobbies,China,36633059.0,1493223.0
2017-04-01,2017,L7H9,Games and hobbies,Hong Kong,2425857.0,179916.0
2017-04-01,2017,L7H9,Games and hobbies,Japan,527377.0,10367.0
2017-04-01,2017,L7H9,Games and hobbies,South Korea,719557.0,28871.0
2017-04-01,2017,L7H9,Games and hobbies,Taiwan,651715.0,9321.0
2017-05-01,2017,L7H9,Games and hobbies,China,23094954.0,1707710.0
2017-05-01,2017,L7H9,Games and hobbies,Hong Kong,2247628.0,181460.0
2017-05-01,2017,L7H9,Games and hobbies,Japan,1078103.0,13118.0
2017-05-01,2017,L7H9,Games and hobbies,South Korea,377853.0,12115.0
2017-05-01,2017,L7H9,Games and hobbies,Taiwan,751485.0,48190.0
2017-06-01,2017,L7H9,Games and hobbies,China,14627364.0,1402038.0
2017-06-01,2017,L7H9,Games and hobbies,Hong Kong,2093350.0,167519.0
2017-06-01,2017,L7H9,Games and hobbies,Japan,806824.0,13739.0
2017-06-01,2017,L7H9,Games and hobbies,South Korea,573488.0,16557.0
2017-06-01,2017,L7H9,Games and hobbies,Taiwan,731577.0,22781.0
2017-07-01,2017,L7H9,Games and hobbies,China,31494112.0,2043157.0
2017-07-01,2017,L7H9,Games and hobbies,Hong Kong,2139539.0,176786.0
2017-07-01,2017,L7H9,Games and hobbies,Japan,1010307.0,10230.0
2017-07-01,2017,L7H9,Games and hobbies,South Korea,276816.0,5116.0
2017-07-01,2017,L7H9,Games and hobbies,Taiwan,792598.0,20204.0
2017-08-01,2017,L7H9,Games and hobbies,China,55634640.0,3007079.0
2017-08-01,2017,L7H9,Games and hobbies,Hong Kong,2661220.0,326328.0
2017-08-01,2017,L7H9,Games and hobbies,Japan,525111.0,9299.0
2017-08-01,2017,L7H9,Games and hobbies,South Korea,445766.0,6471.0
2017-08-01,2017,L7H9,Games and hobbies,Taiwan,594288.0,29373.0
2017-09-01,2017,L7H9,Games and hobbies,China,70687287.0,4252535.0
2017-09-01,2017,L7H9,Games and hobbies,Hong Kong,4480867.0,348643.0
2017-09-01,2017,L7H9,Games and hobbies,Japan,448311.0,6960.0
2017-09-01,2017,L7H9,Games and hobbies,South Korea,529468.0,13625.0
2017-09-01,2017,L7H9,Games and hobbies,Taiwan,508641.0,45708.0
2017-10-01,2017,L7H9,Games and hobbies,China,144269316.0,5559364.0
2017-10-01,2017,L7H9,Games and hobbies,Hong Kong,4062989.0,351341.0
2017-10-01,2017,L7H9,Games and hobbies,Japan,1136300.0,9179.0
2017-10-01,2017,L7H9,Games and hobbies,South Korea,263988.0,9893.0
2017-10-01,2017,L7H9,Games and hobbies,Taiwan,493813.0,59137.0
2017-11-01,2017,L7H9,Games and hobbies,China,198182952.0,6303139.0
2017-11-01,2017,L7H9,Games and hobbies,Hong Kong,2539244.0,294661.0
2017-11-01,2017,L7H9,Games and hobbies,Japan,669536.0,10754.0
2017-11-01,2017,L7H9,Games and hobbies,South Korea,685329.0,12447.0
2017-11-01,2017,L7H9,Games and hobbies,Taiwan,440776.0,60838.0
2017-12-01,2017,L7H9,Games and hobbies,China,73364803.0,2886232.0
2017-12-01,2017,L7H9,Games and hobbies,Hong Kong,1860649.0,144526.0
2017-12-01,2017,L7H9,Games and hobbies,Japan,674420.0,11611.0
2017-12-01,2017,L7H9,Games and hobbies,South Korea,277417.0,7704.0
2017-12-01,2017,L7H9,Games and hobbies,Taiwan,428758.0,30419.0
2018-01-01,2018,L7H9,Games and hobbies,China,46868531.0,2213097.0
2018-01-01,2018,L7H9,Games and hobbies,Hong Kong,2045223.0,121349.0
2018-01-01,2018,L7H9,Games and hobbies,Japan,355910.0,7349.0
2018-01-01,2018,L7H9,Games and hobbies,South Korea,549060.0,12559.0
2018-01-01,2018,L7H9,Games and hobbies,Taiwan,404164.0,38664.0
2018-02-01,2018,L7H9,Games and hobbies,China,22723161.0,1526488.0
2018-02-01,2018,L7H9,Games and hobbies,Hong Kong,1535677.0,152583.0
2018-02-01,2018,L7H9,Games and hobbies,Japan,859032.0,11499.0
2018-02-01,2018,L7H9,Games and hobbies,South Korea,492880.0,19117.0
2018-02-01,2018,L7H9,Games and hobbies,Taiwan,341136.0,34460.0
2018-03-01,2018,L7H9,Games and hobbies,China,33769644.0,1936847.0
2018-03-01,2018,L7H9,Games and hobbies,Hong Kong,1821435.0,151855.0
2018-03-01,2018,L7H9,Games and hobbies,Japan,847973.0,11169.0
2018-03-01,2018,L7H9,Games and hobbies,South Korea,876257.0,40513.0
2018-03-01,2018,L7H9,Games and hobbies,Taiwan,266035.0,15725.0
2018-04-01,2018,L7H9,Games and hobbies,China,21786016.0,1154615.0
2018-04-01,2018,L7H9,Games and hobbies,Hong Kong,2209123.0,110732.0
2018-04-01,2018,L7H9,Games and hobbies,Japan,1052292.0,11586.0
2018-04-01,2018,L7H9,Games and hobbies,South Korea,461504.0,14835.0
2018-04-01,2018,L7H9,Games and hobbies,Taiwan,466531.0,12710.0
2018-05-01,2018,L7H9,Games and hobbies,China,33980408.0,1889503.0
2018-05-01,2018,L7H9,Games and hobbies,Hong Kong,2172729.0,130029.0
2018-05-01,2018,L7H9,Games and hobbies,Japan,1104938.0,8887.0
2018-05-01,2018,L7H9,Games and hobbies,South Korea,256552.0,7350.0
2018-05-01,2018,L7H9,Games and hobbies,Taiwan,419184.0,15591.0
