target,candidate,horizon,window,model,origin,target_date,prediction,train_n
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-1.426266381371646,123
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-2.4150836631495416,122
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-2.3627919009156995,122
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-1.340287981294524,124
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-1.4039229628665528,124
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.4369775942750933,123
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-1.518864217764515,123
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-2.4150836631495416,122
ex_games_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-2.5024972634785936,122
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-1.340287981294524,124
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-1.3360459370309052,124
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.4369775942750933,123
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-1.430743906745473,123
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-2.4150836631495416,122
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-2.394613322361071,122
ex_games_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,0.6643537442765641,124
ex_games_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.7981274505118297,124
ex_games_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,2.141901453482709,123
ex_games_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-0.2997524652601964,123
ex_games_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,2.8088399473913572,122
ex_games_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,0.26630427646102817,122
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,0.6643537442765641,124
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.42619448536169346,124
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,2.141901453482709,123
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,1.451995591511903,123
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,2.8088399473913572,122
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,1.7152095127930436,122
headline_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.3843588152524894,120
headline_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.4795590844373372,120
headline_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,0.035997481487532346,119
headline_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-0.24890514744193332,119
headline_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,0.6535794792557219,118
headline_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,-0.5028128891464769,118
headline_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.3843588152524894,120
headline_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.2488246568209731,120
headline_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,0.035997481487532346,119
headline_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.0329431636916921,119
headline_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,0.6535794792557219,118
headline_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,0.5845479341804211,118
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.3843588152524894,120
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-1.143632473156182,120
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,0.035997481487532346,119
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-1.0900795902529365,119
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,0.6535794792557219,118
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,-1.1958217580143988,118
headline_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.3843588152524894,120
headline_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.4848870340814835,120
headline_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,0.035997481487532346,119
headline_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-0.06903041041293356,119
headline_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,0.6535794792557219,118
headline_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,0.5413321415046201,118
headline_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.3843588152524894,120
headline_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.00567461425077509,120
headline_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,0.035997481487532346,119
headline_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,0.20268990941725984,119
headline_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,0.6535794792557219,118
headline_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,1.211167347941571,118
headline_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.07930284740293314,84
headline_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.42572252679633543,84
headline_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.7588439542104797,84
headline_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.2932996244299658,83
headline_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,-0.8793422123253813,83
headline_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.6610802705557322,83
headline_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.7461867271502981,82
headline_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,-0.8735416901663737,82
headline_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,2.1934658629823214,82
headline_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.07930284740293314,84
headline_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.42572252679633543,84
headline_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.67334045666947,84
headline_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.2932996244299658,83
headline_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,-0.8793422123253813,83
headline_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.4455942487430624,83
headline_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.7461867271502981,82
headline_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,-0.8735416901663737,82
headline_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,1.9609829479755523,82
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.7949238802807213,120
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.7958541635452155,120
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,-1.0249131121643136,119
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-1.019464788667434,119
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,-0.6883573213255119,118
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,-0.6960193414671741,118
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.7949238802807213,120
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.5974944901948276,120
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,-1.0249131121643136,119
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-0.5087035881057309,119
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,-0.6883573213255119,118
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,0.06404349536411047,118
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.7949238802807213,120
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.7784123711766753,120
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,-1.0249131121643136,119
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-1.009429478091623,119
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,-0.6883573213255119,118
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,-0.6646489535301975,118
headline_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.06193472822971219,120
headline_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-1.3104852761637371,120
headline_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,-0.44473647675239386,119
headline_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-2.8289322822188776,119
headline_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,-0.43845536168065546,118
headline_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,-3.3459683155024003,118
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.1746358617839251,120
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.06193472822971219,120
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.1387105702719587,120
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.059149952003725526,119
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,-0.44473647675239386,119
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,-1.171146841361985,119
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.4119537406405389,118
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,-0.43845536168065546,118
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,-1.6409480481434437,118
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.47537793516321125,120
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,0.2138215004418451,120
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.13458217901851455,120
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.39926676070355116,119
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,1.6973073164517083,119
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.225998426805493,119
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.605241110792349,118
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,2.3088861558134166,118
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,1.1548509659164221,118
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.47537793516321125,120
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,0.2138215004418451,120
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.12416739631787854,120
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.39926676070355116,119
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,1.6973073164517083,119
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.7701473806167716,119
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.605241110792349,118
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,2.3088861558134166,118
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,2.249681931390711,118
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.47537793516321125,120
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,0.2138215004418451,120
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,-0.27957088509397177,120
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.39926676070355116,119
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,1.6973073164517083,119
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.2380546956647631,119
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.605241110792349,118
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,2.3088861558134166,118
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,1.5248565767100715,118
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.47537793516321125,120
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,0.2138215004418451,120
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.2133959415222374,120
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.39926676070355116,119
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,1.6973073164517083,119
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.6991170175658374,119
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.605241110792349,118
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,2.3088861558134166,118
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,2.3056518265076926,118
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.47537793516321125,120
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,0.2138215004418451,120
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.2614098180504887,120
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar6,m0_ar,2026-06-01,2026-08-01,0.39926676070355116,119
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar6,m1_controls,2026-06-01,2026-08-01,1.6973073164517083,119
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar6,m2_tech,2026-06-01,2026-08-01,1.056259204266993,119
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar6,m0_ar,2026-06-01,2026-09-01,0.605241110792349,118
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar6,m1_controls,2026-06-01,2026-09-01,2.3088861558134166,118
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar6,m2_tech,2026-06-01,2026-09-01,1.6248096755843378,118
ex_games_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar6,m0_ar,2026-06-01,2026-07-01,-0.8228098440603779,84
ex_games_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar6,m1_controls,2026-06-01,2026-07-01,-0.20761589501927347,84
ex_games_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar6,m2_tech,2026-06-01,2026-07-01,0.42021737369421963,84
